Character,Strokes,Composition,Character1,Strokes1,Verification1,Character2,Strokes2,Verification2,Cangjie,Radical
鈵,13.0,吅,金,8.0,,丙,5.0,,CMOB,金
鈶,13.0,吅,金,8.0,,台,5.0,,CIR,金
鈷,13.0,吅,金,8.0,,古,5.0,,CJR,金
鈸,13.0,吅,金,8.0,,犮,5.0,,CIKE,金
鈹,13.0,吅,金,8.0,,皮,5.0,,CDHE,金
鈺,13.0,吅,金,8.0,,玉,5.0,,CMGI,金
鈻,13.0,吅,金,8.0,,㠯,5.0,,CRLR,金
鈼,13.0,吅,金,8.0,,乍,5.0,,COS,金
鈽,13.0,吅,金,8.0,,布,5.0,,CKLB,金
鈾,13.0,吅,金,8.0,,由,5.0,,CLW,金
鈿,13.0,吅,金,8.0,,田,5.0,,CW,金
鉀,13.0,吅,金,8.0,,甲,5.0,,CWL,金
鉁,13.0,吅,金,8.0,,㐱,5.0,,COHH,金
鉂,13.0,吅,金,8.0,,史,5.0,,CLK,金
鉃,13.0,吅,金,8.0,,矢,5.0,,COK,金
鉄,13.0,吅,金,8.0,,失,5.0,,CHQO,金
鉅,12.0,吅,金,8.0,,巨,4.0,,CSS,金
鉆,13.0,吅,金,8.0,,占,5.0,,CYR,金
鉇,13.0,吅,金,8.0,,㐌,5.0,,COPD,金
鉈,13.0,吅,金,8.0,,它,5.0,,CJP,金
鉉,13.0,吅,金,8.0,,玄,5.0,,CYVI,金
鉊,13.0,吅,金,8.0,,召,5.0,,CSHR,金
鉋,13.0,吅,金,8.0,,包,5.0,,CPRU,金
鉌,13.0,吅,金,8.0,,禾,5.0,,CHD,金
鉍,13.0,吅,金,8.0,,必,5.0,,CPH,金
鉎,13.0,吅,金,8.0,,生,5.0,,CHQM,金
鉏,13.0,吅,金,8.0,,且,5.0,,CBM,金
鉐,13.0,吅,金,8.0,,石,5.0,,CMR,金
鉑,13.0,吅,金,8.0,,白,5.0,,CHA,金
鉒,13.0,吅,金,8.0,,主,5.0,,CYG,金
鉓,13.0,吅,金,8.0,,布,5.0,,COLB,金
鉔,13.0,吅,金,8.0,,匝,5.0,,CSLB,金
鉕,13.0,吅,金,8.0,,叵,5.0,,CSR,金
鉖,13.0,吅,金,8.0,,冬,5.0,,CHEY,金
鉗,13.0,吅,金,8.0,,甘,5.0,,CTM,金
鉘,13.0,吅,金,8.0,,弗,5.0,,CLLN,金
鉙,13.0,吅,金,8.0,,只,5.0,,CRC,金
鉚,13.0,吅,金,8.0,,卯,5.0,,CHHL,金
鉛,13.0,吅,金,8.0,,㕣,5.0,,CCR,金
鉜,13.0,吅,金,8.0,,付,5.0,,CODI,金
鉝,13.0,吅,金,8.0,,立,5.0,,CYT,金
鉞,13.0,吅,金,8.0,,戉,5.0,,CIV,金
鉟,13.0,吅,金,8.0,,丕,5.0,,CMFM,金
鉠,13.0,吅,金,8.0,,央,5.0,,CLBK,金
鉡,13.0,吅,金,8.0,,半,5.0,,CFQ,金
鉢,13.0,吅,金,8.0,,本,5.0,,CDM,金
鉣,13.0,吅,金,8.0,,去,5.0,,CGI,金
鉤,13.0,吅,金,8.0,,句,5.0,,CPR,金
鉥,13.0,吅,金,8.0,,朮,5.0,,CID,金
鉦,13.0,吅,金,8.0,,正,5.0,,CMYM,金
鉧,13.0,吅,金,8.0,,母,5.0,,CWYI,金
鉨,13.0,吅,金,8.0,,尔,5.0,,CNF,金
鉩,13.0,吅,金,8.0,,尒,5.0,,COF,金
鉪,12.0,吅,金,8.0,,世,4.0,,CPT,金
鉫,13.0,吅,金,8.0,,加,5.0,,CKSR,金
鉬,13.0,吅,金,8.0,,目,5.0,,CBU,金
鉭,13.0,吅,金,8.0,,旦,5.0,,CAM,金
鉮,13.0,吅,金,8.0,,申,5.0,,CLWL,金
鉯,13.0,吅,金,8.0,,以,5.0,,CVIO,金
鉰,13.0,吅,金,8.0,,司,5.0,,CSMR,金
鉱,13.0,吅,金,8.0,,広,5.0,,CII,金
鉲,13.0,吅,金,8.0,,卡,5.0,,CYMY,金
鉳,13.0,吅,金,8.0,,北,5.0,,CLMP,金
鉴,13.0,吕,,5.0,?,金,8.0,,LIC,金
鉵,14.0,吅,金,8.0,,虫,6.0,,CLMI,金
鉶,14.0,吅,金,8.0,,刑,6.0,,CMTN,金
鉷,14.0,吅,金,8.0,,共,6.0,,CTC,金
鉸,14.0,吅,金,8.0,,交,6.0,,CYCK,金
鉹,14.0,吅,金,8.0,,多,6.0,,CNIN,金
鉺,14.0,吅,金,8.0,,耳,6.0,,CSJ,金
鉻,14.0,吅,金,8.0,,各,6.0,,CHER,金
鉼,14.0,吅,金,8.0,,并,6.0,,CTT,金
鉽,14.0,吅,金,8.0,,式,6.0,,CIPM,金
鉾,14.0,吅,金,8.0,,牟,6.0,,CIHQ,金
鉿,14.0,吅,金,8.0,,合,6.0,,COMR,金
銀,14.0,吅,金,8.0,,艮,6.0,,CAV,金
銁,14.0,吅,金,8.0,,旬,6.0,,CPA,金
銂,14.0,吅,金,8.0,,州,6.0,,CILL,金
銃,14.0,吅,金,8.0,,充,6.0,,CYIU,金
銄,14.0,吅,金,8.0,,向,6.0,,CHBR,金
銅,14.0,吅,金,8.0,,同,6.0,,CBMR,金
銆,14.0,吅,金,8.0,,百,6.0,,CMA,金
銇,14.0,吅,金,8.0,,耒,6.0,,CQD,金
銈,14.0,吅,金,8.0,,圭,6.0,,CGG,金
銉,14.0,吅,金,8.0,,聿,6.0,,CLQ,金
銊,14.0,吅,金,8.0,,戍,6.0,,CIHM,金
銋,14.0,吅,金,8.0,,任,6.0,,COHG,金
銌,14.0,吅,金,8.0,,存,6.0,,CKLD,金
銍,14.0,吅,金,8.0,,至,6.0,,CMIG,金
銎,14.0,吕,巩,6.0,,金,8.0,,MNC,金
銏,13.0,吅,金,8.0,,册,5.0,,CBBM,金
銐,14.0,吕,列,6.0,,金,8.0,,MNC,金
銑,14.0,吅,金,8.0,,先,6.0,,CHGU,金
銒,14.0,吅,金,8.0,,幵,6.0,,CMJJ,金
銓,14.0,吅,金,8.0,,全,6.0,,COMG,金
銔,13.0,吅,金,8.0,,㔻,5.0,,CMFJ,金
銕,14.0,吅,金,8.0,,夷,6.0,,CKN,金
銖,14.0,吅,金,8.0,,朱,6.0,,CHJD,金
銗,14.0,吅,金,8.0,,后,6.0,,CHMR,金
銘,14.0,吅,金,8.0,,名,6.0,,CNIR,金
銙,14.0,吅,金,8.0,,夸,6.0,,CKMS,金
銚,14.0,吅,金,8.0,,兆,6.0,,CLMO,金
銛,14.0,吅,金,8.0,,舌,6.0,,CHJR,金
銜,14.0,弼,彳,3.0,,金,8.0,,HOCMN,金
銝,14.0,吅,金,8.0,,休,6.0,,COD,金
銞,14.0,吕,旬,6.0,,金,8.0,,PAC,金
銟,14.0,吅,金,8.0,,山巾,6.0,?,CULB,金
銠,14.0,吅,金,8.0,,老,6.0,,CJKP,金
銡,14.0,吅,金,8.0,,吉,6.0,,CGR,金
銢,13.0,吅,金,8.0,,二水,5.0,?,CINE,金
銣,14.0,吅,金,8.0,,如,6.0,,CVR,金
銤,14.0,吅,金,8.0,,米,6.0,,CFD,金
銥,14.0,吅,金,8.0,,衣,6.0,,CYHV,金
銦,14.0,吅,金,8.0,,因,6.0,,CWK,金
銧,14.0,吅,金,8.0,,光,6.0,,CFMU,金
銨,14.0,吅,金,8.0,,安,6.0,,CJV,金
銩,14.0,吅,金,8.0,,丢,6.0,,CHGI,金
銪,14.0,吅,金,8.0,,有,6.0,,CKB,金
銫,14.0,吅,金,8.0,,色,6.0,,CNAU,金
銬,14.0,吅,金,8.0,,考,6.0,,CJKS,金
銭,14.0,吅,金,8.0,,𢦑,6.0,,CIQ,金
銮,14.0,吕,亦,6.0,,金,8.0,,YCC,金
銯,14.0,吅,金,8.0,,糹,6.0,,CVIF,金
銰,13.0,吅,金,8.0,,艾,5.0,,CTK,金
銱,14.0,吅,金,8.0,,吊,6.0,,CRLB,金
銲,15.0,吅,金,8.0,,旱,7.0,,CAMJ,金
銳,15.0,吅,金,8.0,,兌,7.0,,CCRU,金
銴,15.0,吕,折,7.0,,金,8.0,,QLC,金
銵,15.0,吅,金,8.0,,身,7.0,,CHXH,金
銶,15.0,吅,金,8.0,,求,7.0,,CIJE,金
銷,15.0,吅,金,8.0,,肖,7.0,,CFB,金
銸,15.0,吅,金,8.0,,耴,7.0,,CSJU,金
銹,15.0,吅,金,8.0,,秀,7.0,,CHDS,金
銺,15.0,吕,壯,7.0,,金,8.0,,VGC,金
銻,15.0,吅,金,8.0,,弟,7.0,,CCNH,金
銼,15.0,吅,金,8.0,,坐,7.0,,COOG,金
銽,15.0,吅,金,8.0,,𠯑,7.0,,CHPR,金
銾,15.0,吅,金,8.0,,汞,7.0,,CME,金
銿,15.0,吅,金,8.0,,甬,7.0,,CNIB,金
鋀,15.0,吅,金,8.0,,豆,7.0,,CMRT,金
鋁,15.0,吅,金,8.0,,呂,7.0,,CRHR,金
鋂,15.0,吅,金,8.0,,每,7.0,,COWY,金
鋃,15.0,吅,金,8.0,,良,7.0,,CIAV,金
鋄,15.0,吅,金,8.0,,一火又,7.0,?,CMFE,金
鋅,15.0,吅,金,8.0,,辛,7.0,,CYTJ,金
鋆,15.0,吕,均,7.0,,金,8.0,,GMC,金
鋇,15.0,吅,金,8.0,,貝,7.0,,CBUC,金
鋈,15.0,吕,沃,7.0,,金,8.0,,EKC,金
鋉,15.0,吅,金,8.0,,束,7.0,,CDL,金
鋊,15.0,吅,金,8.0,,谷,7.0,,CCOR,金
鋋,16.0,吅,金,8.0,,延,8.0,,CNKM,金
鋌,15.0,吅,金,8.0,,廷,7.0,,CNKG,金
鋍,15.0,吅,金,8.0,,孛,7.0,,CJBD,金
鋎,15.0,吅,金,8.0,,完,7.0,,CJMU,金
鋏,16.0,吅,金,8.0,,夾,8.0,,CKOO,金
鋐,15.0,吅,金,8.0,,宏,7.0,,CJKI,金
鋑,15.0,吅,金,8.0,,夋,7.0,,CICE,金
鋒,15.0,吅,金,8.0,,夆,7.0,,CHEJ,金
鋓,15.0,吅,金,8.0,,利,7.0,,CHDN,金
鋔,15.0,吅,金,8.0,,免,7.0,,CNAU,金
鋕,15.0,吅,金,8.0,,志,7.0,,CGP,金
鋖,15.0,吅,金,8.0,,妥,7.0,,CBV,金
鋗,15.0,吅,金,8.0,,肙,7.0,,CRB,金
鋘,15.0,吅,金,8.0,,吳,7.0,,CRMK,金
鋙,15.0,吅,金,8.0,,吾,7.0,,CMMR,金
鋚,15.0,吕,攸,7.0,,金,8.0,,OKC,金
鋛,15.0,吅,金,8.0,,串,7.0,,CLL,金
鋜,15.0,吅,金,8.0,,足,7.0,,CRYO,金
鋝,15.0,吅,金,8.0,,寽,7.0,,CBDI,金
鋞,15.0,吅,金,8.0,,巠,7.0,,CMVM,金
鋟,15.0,吅,金,8.0,,𠬶,7.0,,CSME,金
鋠,15.0,吅,金,8.0,,辰,7.0,,CMMV,金
鋡,15.0,吅,金,8.0,,含,7.0,,COIR,金
鋢,15.0,吅,金,8.0,,孚,7.0,,CBND,金
鋣,15.0,吅,金,8.0,,邪,7.0,,CMHL,金
鋤,15.0,吅,金,8.0,,助,7.0,,CBMS,金
鋥,15.0,吅,金,8.0,,呈,7.0,,CRMG,金
鋦,15.0,吅,金,8.0,,局,7.0,,CSSR,金
鋧,15.0,吅,金,8.0,,見,7.0,,CBUU,金
鋨,15.0,吅,金,8.0,,我,7.0,,CHQI,金
鋩,14.0,吅,金,8.0,,芒,6.0,,CTYV,金
鋪,15.0,吅,金,8.0,,甫,7.0,,CIJB,金
鋫,15.0,吕,利,7.0,,金,8.0,,HNC,金
鋬,15.0,吕,扳,7.0,,金,8.0,,QEC,金
鋭,15.0,吅,金,8.0,,兌,7.0,,CCRU,金
鋮,14.0,吅,金,8.0,,成,6.0,,CIHS,金
鋯,15.0,吅,金,8.0,,告,7.0,,CHGR,金
鋰,16.0,吅,金,8.0,,里,8.0,,CWG,金
鋱,15.0,吅,金,8.0,,忒,7.0,,CIPP,金
鋲,15.0,吅,金,8.0,,兵,7.0,,COMC,金
鋳,15.0,吅,金,8.0,,寿,7.0,,CQKI,金
鋴,15.0,吅,金,8.0,,克,7.0,,CJRU,金
鋵,15.0,吅,金,8.0,,秃,7.0,,CHDU,金
鋶,15.0,吅,金,8.0,,㐬,7.0,,CYIU,金
鋷,16.0,吅,金,8.0,,取,8.0,,CSJE,金
鋸,16.0,吅,金,8.0,,居,8.0,,CSJR,金
鋹,16.0,吅,金,8.0,,長,8.0,,CSMV,金
鋺,16.0,吅,金,8.0,,宛,8.0,,CJNU,金
鋻,16.0,吕,臤,8.0,,金,8.0,,SEC,金
鋼,16.0,吅,金,8.0,,岡,8.0,,CBTU,金
鋽,16.0,吅,金,8.0,,卓,8.0,,CYAJ,金
鋾,16.0,吅,金,8.0,,匋,8.0,,CPOU,金
鋿,16.0,吅,金,8.0,,尚,8.0,,CFBR,金
錀,16.0,吅,金,8.0,,侖,8.0,,COMB,金
錁,17.0,吅,金,8.0,,果,9.0,,CWD,金
錂,16.0,吅,金,8.0,,夌,8.0,,CGCE,金
錃,16.0,吕,波,8.0,,金,8.0,,EEC,金
錄,16.0,吅,金,8.0,,彔,8.0,,CVNE,金
錅,16.0,吕,𥝢,8.0,?,金,8.0,,HHC,金
錆,16.0,吅,金,8.0,,青,8.0,,CQMB,金
錇,16.0,吅,金,8.0,,咅,8.0,,CYTR,金
錈,16.0,吅,金,8.0,,卷,8.0,,CFQU,金
錉,16.0,吅,金,8.0,,昏,8.0,,CHPA,金
錊,16.0,吅,金,8.0,,卒,8.0,,CYOJ,金
錋,16.0,吅,金,8.0,,朋,8.0,,CBB,金
錌,16.0,吅,金,8.0,,岸,8.0,,CUMJ,金
錍,16.0,吅,金,8.0,,卑,8.0,,CHWJ,金
錎,16.0,吅,金,8.0,,臽,8.0,,CNHX,金
錏,16.0,吅,金,8.0,,亞,8.0,,CMLM,金
錐,16.0,吅,金,8.0,,隹,8.0,,COG,金
錑,16.0,吅,金,8.0,,戾,8.0,,CHSK,金
錒,16.0,吅,金,8.0,,阿,8.0,,CNLR,金
錓,16.0,吅,金,8.0,,羌,8.0,,CTGU,金
錔,16.0,吅,金,8.0,,沓,8.0,,CEA,金
錕,16.0,吅,金,8.0,,昆,8.0,,CAPP,金
錖,16.0,吕,叔,8.0,,金,8.0,,YEC,金
錗,16.0,吅,金,8.0,,委,8.0,,CHDV,金
錘,16.0,吅,金,8.0,,垂,8.0,,CHJM,金
錙,16.0,吅,金,8.0,,甾,8.0,,CVVW,金
錚,16.0,吅,金,8.0,,爭,8.0,,CBSD,金
錛,16.0,吅,金,8.0,,奔,8.0,,CKJT,金
錜,16.0,吅,金,8.0,,念,8.0,,COIP,金
錝,16.0,吅,金,8.0,,宗,8.0,,CJMF,金
錞,16.0,吅,金,8.0,,享,8.0,,CYRD,金
錟,16.0,吅,金,8.0,,炎,8.0,,CFF,金
錠,16.0,吅,金,8.0,,定,8.0,,CJMO,金
錡,16.0,吅,金,8.0,,奇,8.0,,CKMR,金
錢,16.0,吅,金,8.0,,戔,8.0,,CII,金
錣,16.0,吅,金,8.0,,叕,8.0,,CEEE,金
錤,16.0,吅,金,8.0,,其,8.0,,CTMC,金
錥,16.0,吅,金,8.0,,育,8.0,,CYIB,金
錦,16.0,吅,金,8.0,,帛,8.0,,CHAB,金
錧,16.0,吅,金,8.0,,官,8.0,,CJRR,金
錨,16.0,吅,金,8.0,,苗,8.0,,CTW,金
錩,16.0,吅,金,8.0,,昌,8.0,,CAA,金
錪,16.0,吅,金,8.0,,典,8.0,,CTBC,金
錫,16.0,吅,金,8.0,,易,8.0,,CAPH,金
錬,16.0,吅,金,8.0,,東,8.0,,CDW,金
錭,16.0,吅,金,8.0,,周,8.0,,CBGR,金
錮,16.0,吅,金,8.0,,固,8.0,,CWJR,金
錯,16.0,吅,金,8.0,,昔,8.0,,CTA,金
錰,16.0,吅,金,8.0,,杰,8.0,,CDF,金
錱,16.0,吕,金,8.0,,玨,8.0,,CMGG,金
録,16.0,吅,金,8.0,,录,8.0,,CNME,金
錳,16.0,吅,金,8.0,,孟,8.0,,CNDT,金
錴,16.0,吅,金,8.0,,坴,8.0,,CGCG,金
錵,15.0,吅,金,8.0,,花,7.0,,CTOP,金
錶,17.0,吅,金,8.0,,表,9.0,,CQMV,金
錷,16.0,吅,金,8.0,,軋,8.0,,CJJU,金
錸,16.0,吅,金,8.0,,來,8.0,,CDOO,金
錹,16.0,吅,金,8.0,,肯,8.0,,CYMB,金
錺,15.0,吅,金,8.0,,芳,7.0,,CTYS,金
錻,16.0,吅,金,8.0,,武,8.0,,CMPM,金
錼,16.0,吅,金,8.0,,奈,8.0,,CKMF,金
錽,16.0,吅,金,8.0,,𡕢,8.0,,CMFE,金
錾,16.0,吕,斩,8.0,,金,8.0,,KLC,金
錿,16.0,吅,金,8.0,,虎,8.0,,CYPN,金
鍀,16.0,吅,金,8.0,,㝵,8.0,,CAMI,金
鍁,16.0,吅,金,8.0,,欣,8.0,,CHLO,金
鍂,16.0,吅,金,8.0,,*,8.0,,CC,金
鍃,16.0,吅,金,8.0,,忽,8.0,,CPHP,金
鍄,16.0,吅,金,8.0,,京,8.0,,CYRF,金
鍅,16.0,吅,金,8.0,,法,8.0,,CEGI,金
鍆,16.0,吅,金,8.0,,門,8.0,,CAN,金
鍇,17.0,吅,金,8.0,,皆,9.0,,CPPA,金
鍈,16.0,吅,金,8.0,,英,8.0,,CTLK,金
鍉,17.0,吅,金,8.0,,是,9.0,,CAMO,金
鍊,17.0,吅,金,8.0,,柬,9.0,,CDWF,金
鍋,17.0,吅,金,8.0,,咼,9.0,,CBBR,金
鍌,17.0,吕,洗,9.0,,金,8.0,,EUC,金
鍍,17.0,吅,金,8.0,,度,9.0,,CITE,金
鍎,17.0,吅,金,8.0,,盾,9.0,,CHJU,金
鍏,17.0,吅,金,8.0,,韋,9.0,,CDMQ,金
鍐,17.0,吅,金,8.0,,㚇,9.0,,CUCE,金
鍑,17.0,吅,金,8.0,,复,9.0,,COAE,金
鍒,17.0,吅,金,8.0,,柔,9.0,,CNHD,金
鍓,17.0,吅,金,8.0,,咠,9.0,,CRSJ,金
鍔,17.0,吅,金,8.0,,咢,9.0,,CRRS,金
鍕,17.0,吅,金,8.0,,軍,9.0,,CBJJ,金
鍖,17.0,吅,金,8.0,,甚,9.0,,CTMV,金
鍗,17.0,吅,金,8.0,,帝,9.0,,CYBB,金
鍘,17.0,吅,金,8.0,,則,9.0,,CBCN,金
鍙,17.0,吕,洪,9.0,,金,8.0,,ECC,金
鍚,17.0,吅,金,8.0,,昜,9.0,,CAMH,金
鍛,17.0,吅,金,8.0,,段,9.0,,CHJE,金
鍜,17.0,吅,金,8.0,,叚,9.0,,CRSE,金
鍝,17.0,吅,金,8.0,,禺,9.0,,CWLB,金
鍞,17.0,吅,金,8.0,,貞,9.0,,CYBC,金
鍟,17.0,吅,金,8.0,,星,9.0,,CAHM,金
鍠,17.0,吅,金,8.0,,皇,9.0,,CHAG,金
鍡,17.0,吅,金,8.0,,畏,9.0,,CWMV,金
鍢,17.0,吅,金,8.0,,畐,9.0,,CMRW,金
鍣,16.0,吅,金,8.0,,苕,8.0,,CTSR,金
鍤,17.0,吅,金,8.0,,臿,9.0,,CHJX,金
鍥,17.0,吅,金,8.0,,契,9.0,,CQHK,金
鍦,17.0,吅,金,8.0,,施,9.0,,CYSD,金
鍧,17.0,吅,金,8.0,,訇,9.0,,CPYR,金
鍨,17.0,吅,金,8.0,,癸,9.0,,CNOK,金
鍩,16.0,吅,金,8.0,,若,8.0,,CTKR,金
鍪,17.0,吕,敄,9.0,,金,8.0,,NKC,金
鍫,17.0,吕,秋,9.0,,金,8.0,,HFC,金
鍬,17.0,吅,金,8.0,,秋,9.0,,CHDF,金
鍭,17.0,吅,金,8.0,,侯,9.0,,CONK,金
鍮,17.0,吅,金,8.0,,兪,9.0,,COMN,金
鍯,17.0,吅,金,8.0,,怱,9.0,,CPKP,金
鍰,17.0,吅,金,8.0,,爰,9.0,,CBME,金
鍱,16.0,吅,金,8.0,,枼,8.0,,CPTD,金
鍲,17.0,吅,金,8.0,,昬,9.0,,CRPA,金
鍳,17.0,吕,臣亽*,9.0,?,金,8.0,,SIC,金
鍴,17.0,吅,金,8.0,,耑,9.0,,CUMB,金
鍵,17.0,吅,金,8.0,,建,9.0,,CNKQ,金
鍶,17.0,吅,金,8.0,,思,9.0,,CWP,金
鍷,17.0,吅,金,8.0,,奎,9.0,,CKGG,金
鍸,17.0,吅,金,8.0,,胡,9.0,,CJRB,金
鍹,17.0,吅,金,8.0,,宣,9.0,,CJMM,金
鍺,16.0,吅,金,8.0,,者,8.0,,CJKA,金
鍻,17.0,吅,金,8.0,,曷,9.0,,CAPV,金
鍼,17.0,吅,金,8.0,,咸,9.0,,CIHR,金
鍽,17.0,吅,金,8.0,,扁,9.0,,CHSB,金
鍾,17.0,吅,金,8.0,,重,9.0,,CHJG,金
鍿,17.0,吅,金,8.0,,甾,9.0,,CVMW,金
鎀,18.0,吅,金,8.0,,修,10.0,,COLH,金
鎁,17.0,吅,金,8.0,,耶,9.0,,CSJL,金
鎂,17.0,吅,金,8.0,,美,9.0,,CTGK,金
鎃,17.0,吅,金,8.0,,派,9.0,,CEHV,金
鎄,17.0,吅,金,8.0,,哀,9.0,,CYRV,金
鎅,17.0,吅,金,8.0,,界,9.0,,CWOL,金
鎆,17.0,吅,金,8.0,,前,9.0,,CTBN,金
鎇,17.0,吅,金,8.0,,眉,9.0,,CAHU,金
鎈,18.0,吅,金,8.0,,差,10.0,,CTQM,金
鎉,18.0,吅,金,8.0,,𦐇,10.0,,CASM,金
鎊,18.0,吅,金,8.0,,旁,10.0,,CYBS,金
鎋,18.0,吅,金,8.0,,害,10.0,,CJQR,金
鎌,18.0,吅,金,8.0,,兼,10.0,,CTXC,金
鎍,18.0,吅,金,8.0,,索,10.0,,CJBF,金
鎎,18.0,吅,金,8.0,,氣,10.0,,COND,金
鎏,17.0,吕,流,9.0,,金,8.0,,EUC,金
鎐,18.0,吅,金,8.0,,䍃,10.0,,CBOU,金
鎑,18.0,吅,金,8.0,,盍,10.0,,CGIT,金
鎒,18.0,吅,金,8.0,,辱,10.0,,CMVI,金
鎓,18.0,吅,金,8.0,,翁,10.0,,CCIM,金
鎔,18.0,吅,金,8.0,,容,10.0,,CJCR,金
鎕,18.0,吅,金,8.0,,唐,10.0,,CILR,金
鎖,18.0,吅,金,8.0,,𧴪,10.0,,CFBC,金
鎗,18.0,吅,金,8.0,,倉,10.0,,COIR,金
鎘,18.0,吅,金,8.0,,鬲,10.0,,CMRB,金
鎙,18.0,吅,金,8.0,,朔,10.0,,CTUB,金
鎚,17.0,吅,金,8.0,,追,9.0,,CYHR,金
鎛,18.0,吅,金,8.0,,尃,10.0,,CIBI,金
鎜,18.0,吕,般,10.0,,金,8.0,,HEC,金
鎝,17.0,吅,金,8.0,,荅,9.0,,CTOR,金
鎞,18.0,吅,金,8.0,,𣬉,10.0,,CHWP,金
鎟,18.0,吅,金,8.0,,桑,10.0,,CEED,金
鎠,18.0,吅,金,8.0,,罡,10.0,,CWLM,金
鎡,17.0,吅,金,8.0,,兹,9.0,,CTVI,金
鎢,18.0,吅,金,8.0,,烏,10.0,,CHRF,金
鎣,18.0,冖,炏,8.0,,金,8.0,,FFBC,金
鎤,18.0,吅,金,8.0,,晃,10.0,,CAFU,金
鎥,19.0,吕,條,11.0,,金,8.0,,ODC,金
鎦,18.0,吅,金,8.0,,留,10.0,,CHHW,金
鎧,18.0,吅,金,8.0,,豈,10.0,,CUMT,金
鎨,18.0,吅,金,8.0,,隼,10.0,,COGJ,金
鎩,18.0,吅,金,8.0,,殺,10.0,,CKCE,金
鎪,17.0,吅,金,8.0,,叟,9.0,,CHXE,金
鎫,18.0,吅,金,8.0,,丿?夂,10.0,?,CHBE,金
鎬,18.0,吅,金,8.0,,高,10.0,,CYRB,金
鎭,18.0,吅,金,8.0,,眞,10.0,,CPBC,金
鎮,18.0,吅,金,8.0,,真,10.0,,CJBC,金
鎯,17.0,吅,金,8.0,,郎,9.0,,CIIL,金
鎰,18.0,吅,金,8.0,,益,10.0,,CTCT,金
鎱,18.0,吅,金,8.0,,袁,10.0,,CGRV,金
鎲,18.0,吅,金,8.0,,党,10.0,,CFBU,金
鎳,18.0,吅,金,8.0,,臬,10.0,,CHUD,金
鎴,18.0,吅,金,8.0,,息,10.0,,CHUP,金
鎵,18.0,吅,金,8.0,,家,10.0,,CJMO,金
鎶,18.0,吅,金,8.0,,哥,10.0,,CMRR,金
鎷,18.0,吅,金,8.0,,馬,10.0,,CSQF,金
鎸,18.0,吅,金,8.0,,隽,10.0,,COGS,金
鎹,17.0,吅,金,8.0,,送,9.0,,CYTK,金
鎺,18.0,吅,金,8.0,,祖,10.0,,CIFM,金
鎻,18.0,吅,金,8.0,,𧴲,10.0,,CVVC,金
鎼,18.0,吅,金,8.0,,𧆠,10.0,,CYPQ,金
鎽,18.0,吅,金,8.0,,峯,10.0,,CUHJ,金
鎾,17.0,吅,金,8.0,,昷,9.0,,CABT,金
鎿,18.0,吅,金,8.0,,拿,10.0,,CORQ,金
鏀,19.0,吅,金,8.0,,鹵,11.0,,CYWI,金
鏁,20.0,吅,金,8.0,,巢,12.0,,CVVD,金
鏂,19.0,吅,金,8.0,,區,11.0,,CSRR,金
鏃,19.0,吅,金,8.0,,族,11.0,,CYSK,金
鏄,19.0,吅,金,8.0,,專,11.0,,CJII,金
鏅,19.0,吅,金,8.0,,脩,11.0,,COLB,金
鏆,19.0,吅,金,8.0,,貫,11.0,,CWJC,金
鏇,19.0,吅,金,8.0,,旋,11.0,,CYSO,金
鏈,18.0,吅,金,8.0,,連,10.0,,CYJJ,金
鏉,19.0,吅,金,8.0,,欶,11.0,,CDLO,金
鏊,19.0,吕,敖,11.0,,金,8.0,,QKC,金
鏋,19.0,吅,金,8.0,,㒼,11.0,,CTLB,金
鏌,18.0,吅,金,8.0,,莫,10.0,,CTAK,金
鏍,19.0,吅,金,8.0,,累,11.0,,CWVF,金
鏎,19.0,吅,金,8.0,,畢,11.0,,CWTJ,金
鏏,19.0,吅,金,8.0,,彗,11.0,,CQJM,金
鏐,19.0,吅,金,8.0,,翏,11.0,,CSMH,金
鏑,19.0,吅,金,8.0,,啇,11.0,,CYCB,金
鏒,19.0,吅,金,8.0,,參,11.0,,CIIH,金
鏓,19.0,吅,金,8.0,,悤,11.0,,CHWP,金
鏔,19.0,吅,金,8.0,,寅,11.0,,CJMC,金
鏕,19.0,吅,金,8.0,,鹿,11.0,,CIXP,金
鏖,19.0,吕,鹿,11.0,,金,8.0,,IPC,金
鏗,19.0,吅,金,8.0,,堅,11.0,,CSEG,金
鏘,19.0,吅,金,8.0,,將,11.0,,CVMI,金
鏙,19.0,吅,金,8.0,,崔,11.0,,CUOG,金
鏚,19.0,吅,金,8.0,,戚,11.0,,CIHF,金
鏛,19.0,吅,金,8.0,,常,11.0,,CFBB,金
鏜,19.0,吅,金,8.0,,堂,11.0,,CFBG,金
鏝,19.0,吅,金,8.0,,曼,11.0,,CAWE,金
鏞,19.0,吅,金,8.0,,庸,11.0,,CILB,金
鏟,19.0,吅,金,8.0,,産,11.0,,CYHM,金
鏠,18.0,吅,金,8.0,,逢,10.0,,CYHJ,金
鏡,19.0,吅,金,8.0,,竟,11.0,,CYTU,金
鏢,19.0,吅,金,8.0,,票,11.0,,CMWF,金
鏣,18.0,吅,金,8.0,,庶,10.0,,CITF,金
鏤,19.0,吅,金,8.0,,婁,11.0,,CLLV,金
鏥,19.0,吅,金,8.0,,宿,11.0,,CJOA,金
鏦,19.0,吅,金,8.0,,從,11.0,,CHOO,金
